/home/takayuki/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:619: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
cpu
Epoch 146 - Train Loss: 575458656236140.6, Train r2: 0.006753385066986084, Val Loss: 575739452163975.5, Val r2: 0.007384955883026123
Epoch 147 - Train Loss: 575489345831408.5, Train r2: 0.006753504276275635, Val Loss: 577063085685820.2, Val r2: 0.007385194301605225
Epoch 148 - Train Loss: 575799273884578.9, Train r2: 0.006753504276275635, Val Loss: 574738491876773.6, Val r2: 0.007385969161987305
Epoch 149 - Train Loss: 575792040870881.0, Train r2: 0.0067536234855651855, Val Loss: 576450135033735.5, Val r2: 0.007386326789855957
Epoch 150 - Train Loss: 575480191063877.9, Train r2: 0.0067536234855651855, Val Loss: 580987596262219.2, Val r2: 0.007386445999145508
Epoch 151 - Train Loss: 576442328305043.4, Train r2: 0.0067536234855651855, Val Loss: 578745589779275.2, Val r2: 0.007386326789855957
Epoch 152 - Train Loss: 576710290948592.5, Train r2: 0.006753861904144287, Val Loss: 572702868836111.0, Val r2: 0.007386445999145508
Epoch 153 - Train Loss: 575528041209111.2, Train r2: 0.006753861904144287, Val Loss: 579361341239537.0, Val r2: 0.007386445999145508
Epoch 154 - Train Loss: 575219260107434.6, Train r2: 0.006753742694854736, Val Loss: 578589759049487.0, Val r2: 0.007386565208435059
Epoch 155 - Train Loss: 575386773491587.9, Train r2: 0.0067536234855651855, Val Loss: 577079732631672.5, Val r2: 0.007386624813079834
Epoch 156 - Train Loss: 575309065494279.8, Train r2: 0.0067536234855651855, Val Loss: 581008749370910.1, Val r2: 0.007386445999145508
Epoch 157 - Train Loss: 576211022353252.9, Train r2: 0.006753742694854736, Val Loss: 576662133908901.6, Val r2: 0.007386624813079834
Epoch 158 - Train Loss: 575202217506381.6, Train r2: 0.006753742694854736, Val Loss: 577293618450191.0, Val r2: 0.007386744022369385
Epoch 159 - Train Loss: 574631613713811.4, Train r2: 0.0067536234855651855, Val Loss: 578877665944997.6, Val r2: 0.007386624813079834
Epoch 160 - Train Loss: 576079550496271.5, Train r2: 0.006753861904144287, Val Loss: 579342531019715.8, Val r2: 0.007386624813079834
Epoch 161 - Train Loss: 575841418759571.4, Train r2: 0.006753742694854736, Val Loss: 573364842513347.8, Val r2: 0.007386744022369385
Epoch 162 - Train Loss: 575730675407158.2, Train r2: 0.006753742694854736, Val Loss: 577529054109214.1, Val r2: 0.007386744022369385
Epoch 163 - Train Loss: 575513234553390.5, Train r2: 0.006753742694854736, Val Loss: 577634450553916.2, Val r2: 0.007386744022369385
Epoch 164 - Train Loss: 576151625924608.0, Train r2: 0.006753861904144287, Val Loss: 579509861050729.4, Val r2: 0.007386624813079834
Epoch 165 - Train Loss: 576058235805944.2, Train r2: 0.0067536234855651855, Val Loss: 578551477390155.2, Val r2: 0.007386744022369385
Epoch 166 - Train Loss: 575684545689165.6, Train r2: 0.006753742694854736, Val Loss: 578309816397101.1, Val r2: 0.007386744022369385
Epoch 167 - Train Loss: 575134668875962.1, Train r2: 0.006753742694854736, Val Loss: 579021016399872.0, Val r2: 0.007386624813079834
Epoch 168 - Train Loss: 575628101033735.8, Train r2: 0.006753742694854736, Val Loss: 574188213008504.5, Val r2: 0.0073868632316589355
Epoch 169 - Train Loss: 576102766096011.6, Train r2: 0.006753742694854736, Val Loss: 577852735950607.0, Val r2: 0.007386744022369385
Epoch 170 - Train Loss: 576274969474637.6, Train r2: 0.006753861904144287, Val Loss: 581716106404321.9, Val r2: 0.007386624813079834
Epoch 171 - Train Loss: 575973466634302.0, Train r2: 0.006753861904144287, Val Loss: 580103792261240.5, Val r2: 0.007386744022369385
Epoch 172 - Train Loss: 575568750869535.0, Train r2: 0.006753742694854736, Val Loss: 578668643545329.0, Val r2: 0.0073868632316589355
Epoch 173 - Train Loss: 575913316756138.6, Train r2: 0.0067536234855651855, Val Loss: 576794486405240.5, Val r2: 0.0073868632316589355
Epoch 174 - Train Loss: 576104077769262.5, Train r2: 0.006753861904144287, Val Loss: 577554829834360.5, Val r2: 0.0073868632316589355
Epoch 175 - Train Loss: 575313142357767.8, Train r2: 0.0067536234855651855, Val Loss: 578345516338959.0, Val r2: 0.0073868632316589355
Epoch 176 - Train Loss: 575608843840170.6, Train r2: 0.006753861904144287, Val Loss: 579159223157699.8, Val r2: 0.0073868632316589355
Epoch 177 - Train Loss: 576441244395209.8, Train r2: 0.006753742694854736, Val Loss: 576660158144993.9, Val r2: 0.007386982440948486
Epoch 178 - Train Loss: 576573943530961.5, Train r2: 0.0067536234855651855, Val Loss: 578330031955486.1, Val r2: 0.0073868632316589355
Epoch 179 - Train Loss: 575973112787564.6, Train r2: 0.006753504276275635, Val Loss: 578107041043154.9, Val r2: 0.007386624813079834
